21498,2023-07-10,9363,2,161,2022-12-19,2025-08-10 15:47:44.820000000,0,0
8010,2024-11-01,9364,3,134,2023-07-01,2025-08-10 15:47:44.820000000,0,0
19997,2021-10-07,9370,5,194,2021-02-21,2025-08-10 15:47:44.820000000,0,0
4614,2020-12-28,9371,2,124,2020-11-14,2025-08-10 15:47:44.820000000,0,0
4509,2022-08-18,9372,2,21,2020-06-01,2025-08-10 15:47:44.820000000,0,0
2703,2025-05-09,9373,2,174,2021-01-16,2025-08-10 15:47:44.820000000,0,0
24891,2024-01-22,9376,4,111,2023-06-12,2025-08-10 15:47:44.820000000,0,0
20590,2023-12-31,9378,2,197,2020-05-08,2025-08-10 15:47:44.820000000,0,0
22637,2025-01-04,9379,1,157,2021-02-03,2025-08-10 15:47:44.820000000,0,0
9591,2024-11-24,9382,3,145,2020-12-19,2025-08-10 15:47:44.820000000,0,0
22758,2022-11-08,9383,4,188,2021-10-25,2025-08-10 15:47:44.820000000,0,0
22150,2024-09-20,9385,4,27,2020-05-15,2025-08-10 15:47:44.820000000,0,0
1522,2021-07-01,9387,3,153,2020-06-25,2025-08-10 15:47:44.820000000,0,0
19935,2025-11-24,9392,4,191,2023-12-22,2025-08-10 15:47:44.820000000,0,0
18438,2023-10-28,9395,1,152,2020-03-19,2025-08-10 15:47:44.820000000,0,0
15395,2022-08-03,9396,3,170,2021-05-04,2025-08-10 15:47:44.820000000,0,0
24670,2024-10-11,9400,5,138,2024-05-14,2025-08-10 15:47:44.820000000,0,0
22263,2024-07-12,9401,2,197,2022-04-23,2025-08-10 15:47:44.820000000,0,0
19332,2021-07-14,9405,1,136,2021-01-18,2025-08-10 15:47:44.820000000,0,0
11953,2024-01-10,9407,2,156,2023-03-09,2025-08-10 15:47:44.820000000,0,0
6434,2025-05-12,9413,5,115,2020-08-19,2025-08-10 15:47:44.820000000,0,0
1894,2025-06-01,9415,5,22,2022-06-13,2025-08-10 15:47:44.820000000,0,0
12095,2025-11-14,9416,5,92,2021-06-12,2025-08-10 15:47:44.820000000,0,0
19836,2025-09-21,9417,2,121,2023-10-15,2025-08-10 15:47:44.820000000,0,0
869,2024-10-30,9418,4,127,2023-08-17,2025-08-10 15:47:44.820000000,0,0
17527,2025-08-28,9419,2,53,2020-03-01,2025-08-10 15:47:44.820000000,0,0
12107,2025-08-29,9420,1,106,2024-12-11,2025-08-10 15:47:44.820000000,0,0
2038,2025-04-26,9421,2,167,2023-05-22,2025-08-10 15:47:44.820000000,0,0
12344,2025-04-08,9422,2,180,2022-08-09,2025-08-10 15:47:44.820000000,0,0
673,2024-04-11,9426,1,41,2022-09-03,2025-08-10 15:47:44.820000000,0,0
6217,2025-08-05,9427,2,92,2022-09-04,2025-08-10 15:47:44.820000000,0,0
10234,2025-02-02,9428,3,139,2020-09-17,2025-08-10 15:47:44.820000000,0,0
14674,2024-09-19,9431,1,171,2023-02-17,2025-08-10 15:47:44.820000000,0,0
23052,2025-06-28,9432,1,146,2024-06-18,2025-08-10 15:47:44.820000000,0,0
5102,2023-11-06,9433,3,58,2022-05-14,2025-08-10 15:47:44.820000000,0,0
23482,2024-08-09,9435,1,58,2023-12-23,2025-08-10 15:47:44.820000000,0,0
2335,2024-11-05,9436,3,120,2022-05-01,2025-08-10 15:47:44.820000000,0,0
15112,2025-10-22,9439,5,106,2024-05-29,2025-08-10 15:47:44.820000000,0,0
17120,2025-06-26,9442,2,128,2021-10-20,2025-08-10 15:47:44.820000000,0,0
21516,2024-08-08,9443,4,195,2022-12-27,2025-08-10 15:47:44.820000000,0,0
12580,2023-07-21,9444,1,157,2022-04-06,2025-08-10 15:47:44.820000000,0,0
12137,2023-04-06,9447,3,24,2021-06-09,2025-08-10 15:47:44.820000000,0,0
600,2023-12-24,9449,2,99,2023-07-25,2025-08-10 15:47:44.820000000,0,0
1751,2024-12-13,9455,3,83,2021-01-17,2025-08-10 15:47:44.820000000,0,0
7644,2020-12-17,9456,1,135,2020-03-26,2025-08-10 15:47:44.820000000,0,0
9553,2023-05-23,9457,3,38,2022-11-18,2025-08-10 15:47:44.820000000,0,0
10541,2022-07-09,9459,2,69,2020-11-03,2025-08-10 15:47:44.820000000,0,0
3996,2025-09-02,9461,5,127,2022-08-18,2025-08-10 15:47:44.820000000,0,0
1098,2025-02-11,9462,5,52,2021-09-07,2025-08-10 15:47:44.820000000,0,0
625,2023-12-27,9463,5,48,2023-11-17,2025-08-10 15:47:44.820000000,0,0
23856,2023-11-17,9464,1,132,2021-10-08,2025-08-10 15:47:44.820000000,0,0
12678,2024-09-17,9467,2,66,2021-05-23,2025-08-10 15:47:44.820000000,0,0
24856,2024-07-26,9468,5,23,2023-06-15,2025-08-10 15:47:44.820000000,0,0
14251,2025-03-15,9473,2,55,2020-08-29,2025-08-10 15:47:44.820000000,0,0
22749,2023-07-14,9474,4,75,2022-06-08,2025-08-10 15:47:44.820000000,0,0
18825,2021-07-13,9475,2,183,2020-03-18,2025-08-10 15:47:44.820000000,0,0
1826,2021-11-22,9477,1,59,2020-06-10,2025-08-10 15:47:44.820000000,0,0
18377,2020-06-19,9481,2,97,2020-05-12,2025-08-10 15:47:44.820000000,0,0
19283,2022-07-06,9485,4,101,2020-12-25,2025-08-10 15:47:44.820000000,0,0
9419,2023-11-16,9486,5,81,2021-07-26,2025-08-10 15:47:44.820000000,0,0
13323,2025-12-01,9488,3,147,2022-12-01,2025-08-10 15:47:44.820000000,0,0
14292,2025-04-06,9495,4,46,2023-12-05,2025-08-10 15:47:44.820000000,0,0
1608,2023-12-05,9496,4,81,2020-06-12,2025-08-10 15:47:44.820000000,0,0
17756,2024-11-16,9497,2,113,2023-01-09,2025-08-10 15:47:44.820000000,0,0
1512,2021-11-25,9498,3,97,2021-07-18,2025-08-10 15:47:44.820000000,0,0
19368,2023-10-24,9504,5,108,2021-03-10,2025-08-10 15:47:44.820000000,0,0
23146,2021-12-11,9505,1,62,2020-12-27,2025-08-10 15:47:44.820000000,0,0
22140,2022-04-16,9508,5,184,2021-05-25,2025-08-10 15:47:44.820000000,0,0
6164,2025-05-10,9510,1,153,2024-02-10,2025-08-10 15:47:44.820000000,0,0
15157,2025-05-19,9511,1,27,2022-03-18,2025-08-10 15:47:44.820000000,0,0
19187,2021-09-23,9515,5,43,2020-09-03,2025-08-10 15:47:44.820000000,0,0
16829,2024-10-08,9521,5,45,2023-07-25,2025-08-10 15:47:44.820000000,0,0
16931,2021-09-03,9522,2,103,2020-06-30,2025-08-10 15:47:44.820000000,0,0
628,2023-01-01,9523,3,101,2021-12-26,2025-08-10 15:47:44.820000000,0,0
24950,2023-04-07,9525,1,125,2021-03-30,2025-08-10 15:47:44.820000000,0,0
1948,2025-10-25,9526,4,49,2024-03-16,2025-08-10 15:47:44.820000000,0,0
22130,2025-09-30,9527,2,175,2025-06-19,2025-08-10 15:47:44.820000000,0,0
12868,2023-02-06,9528,4,147,2022-03-15,2025-08-10 15:47:44.820000000,0,0
12925,2025-09-19,9529,1,98,2022-05-14,2025-08-10 15:47:44.820000000,0,0
9070,2025-09-19,9530,1,181,2025-08-02,2025-08-10 15:47:44.820000000,0,0
7796,2023-06-01,9531,3,86,2023-04-07,2025-08-10 15:47:44.820000000,0,0
15612,2024-05-31,9532,3,130,2021-02-13,2025-08-10 15:47:44.820000000,0,0
19125,2024-05-17,9533,2,192,2021-10-07,2025-08-10 15:47:44.820000000,0,0
13195,2021-05-21,9534,2,100,2020-03-23,2025-08-10 15:47:44.820000000,0,0
21511,2021-12-26,9540,4,97,2020-07-14,2025-08-10 15:47:44.820000000,0,0
6252,2023-07-14,9541,4,189,2020-10-14,2025-08-10 15:47:44.820000000,0,0
12429,2025-07-20,9543,4,150,2024-10-02,2025-08-10 15:47:44.820000000,0,0
24573,2023-11-26,9544,5,131,2022-09-16,2025-08-10 15:47:44.820000000,0,0
12543,2024-12-09,9545,3,25,2022-10-04,2025-08-10 15:47:44.820000000,0,0
20637,2022-02-10,9546,4,62,2020-02-12,2025-08-10 15:47:44.820000000,0,0
17133,2025-12-20,9549,1,129,2020-12-31,2025-08-10 15:47:44.820000000,0,0
10234,2022-03-13,9550,2,26,2021-04-03,2025-08-10 15:47:44.820000000,0,0
2333,2022-09-17,9552,5,22,2022-01-21,2025-08-10 15:47:44.820000000,0,0
18277,2021-03-20,9555,2,113,2020-01-04,2025-08-10 15:47:44.820000000,0,0
4491,2021-08-24,9556,3,120,2021-07-26,2025-08-10 15:47:44.820000000,0,0
22513,2023-08-06,9558,2,61,2020-08-10,2025-08-10 15:47:44.820000000,0,0
20770,2020-12-01,9560,4,164,2020-05-17,2025-08-10 15:47:44.820000000,0,0
5587,2025-02-07,9561,2,39,2022-02-21,2025-08-10 15:47:44.820000000,0,0
21378,2025-06-05,9562,3,71,2024-03-27,2025-08-10 15:47:44.820000000,0,0
1556,2025-12-24,9564,3,173,2023-09-30,2025-08-10 15:47:44.820000000,0,0
23016,2022-11-01,9566,5,39,2021-06-27,2025-08-10 15:47:44.820000000,0,0
15645,2025-11-24,9567,2,167,2020-11-26,2025-08-10 15:47:44.820000000,0,0
20965,2025-01-13,9568,4,137,2020-11-28,2025-08-10 15:47:44.820000000,0,0
12250,2024-05-08,9574,3,181,2020-03-17,2025-08-10 15:47:44.820000000,0,0
24556,2024-06-14,9575,1,199,2021-03-10,2025-08-10 15:47:44.820000000,0,0
3284,2023-01-16,9576,4,88,2020-09-24,2025-08-10 15:47:44.820000000,0,0
15424,2024-11-28,9580,3,162,2021-08-28,2025-08-10 15:47:44.820000000,0,0
2529,2024-09-20,9581,1,135,2022-03-22,2025-08-10 15:47:44.820000000,0,0
7356,2021-08-30,9582,2,146,2020-03-23,2025-08-10 15:47:44.820000000,0,0
85,2023-07-09,9583,1,159,2020-12-12,2025-08-10 15:47:44.820000000,0,0
19538,2025-10-16,9585,3,136,2024-10-13,2025-08-10 15:47:44.820000000,0,0
13851,2024-04-27,9588,1,20,2020-09-03,2025-08-10 15:47:44.820000000,0,0
2069,2022-03-06,9589,1,92,2021-11-08,2025-08-10 15:47:44.820000000,0,0
14304,2025-11-15,9591,3,189,2022-02-12,2025-08-10 15:47:44.820000000,0,0
3743,2022-08-09,9594,3,157,2020-05-06,2025-08-10 15:47:44.820000000,0,0
7783,2022-01-31,9596,4,147,2020-06-03,2025-08-10 15:47:44.820000000,0,0
21364,2025-01-10,9597,3,80,2024-05-11,2025-08-10 15:47:44.820000000,0,0
580,2023-05-06,9599,4,89,2022-05-06,2025-08-10 15:47:44.820000000,0,0
8522,2025-09-15,9602,2,101,2021-10-11,2025-08-10 15:47:44.820000000,0,0
6831,2022-03-22,9605,3,162,2022-01-24,2025-08-10 15:47:44.820000000,0,0
20321,2024-03-27,9606,3,178,2022-09-08,2025-08-10 15:47:44.820000000,0,0
2055,2023-07-31,9607,4,191,2021-09-22,2025-08-10 15:47:44.820000000,0,0
19189,2023-02-28,9610,5,63,2020-11-03,2025-08-10 15:47:44.820000000,0,0
24371,2023-04-08,9611,5,169,2022-05-02,2025-08-10 15:47:44.820000000,0,0
3064,2024-03-21,9613,2,36,2020-04-19,2025-08-10 15:47:44.820000000,0,0
967,2025-12-08,9617,4,180,2024-01-14,2025-08-10 15:47:44.820000000,0,0
3502,2021-08-09,9618,3,66,2020-10-22,2025-08-10 15:47:44.820000000,0,0
8657,2023-07-22,9619,1,176,2022-06-19,2025-08-10 15:47:44.820000000,0,0
7598,2022-08-01,9620,3,58,2022-01-20,2025-08-10 15:47:44.820000000,0,0
2268,2023-12-07,9621,2,22,2022-02-17,2025-08-10 15:47:44.820000000,0,0
19798,2022-10-15,9622,4,185,2021-01-28,2025-08-10 15:47:44.820000000,0,0
18438,2024-05-13,9626,3,124,2021-09-06,2025-08-10 15:47:44.820000000,0,0
6509,2020-01-29,9627,1,99,2020-01-13,2025-08-10 15:47:44.820000000,0,0
8403,2024-04-19,9629,4,101,2021-01-15,2025-08-10 15:47:44.820000000,0,0
4917,2023-08-08,9635,2,175,2020-08-16,2025-08-10 15:47:44.820000000,0,0
21594,2024-12-20,9636,5,33,2021-10-22,2025-08-10 15:47:44.820000000,0,0
14131,2025-03-22,9640,3,101,2022-01-23,2025-08-10 15:47:44.820000000,0,0
2911,2020-07-21,9643,4,48,2020-05-04,2025-08-10 15:47:44.820000000,0,0
9908,2025-05-23,9645,1,117,2022-02-06,2025-08-10 15:47:44.820000000,0,0
8840,2024-08-30,9649,2,108,2024-02-17,2025-08-10 15:47:44.820000000,0,0
10246,2023-10-30,9651,4,44,2020-10-21,2025-08-10 15:47:44.820000000,0,0
22500,2023-03-23,9653,5,74,2022-03-23,2025-08-10 15:47:44.820000000,0,0
24450,2021-10-22,9656,2,97,2020-11-26,2025-08-10 15:47:44.820000000,0,0
17944,2023-07-03,9659,5,30,2022-07-16,2025-08-10 15:47:44.820000000,0,0
23836,2024-12-08,9663,3,149,2022-12-04,2025-08-10 15:47:44.820000000,0,0
18268,2025-10-06,9664,4,76,2025-02-22,2025-08-10 15:47:44.820000000,0,0
20651,2024-05-22,9665,4,98,2023-05-23,2025-08-10 15:47:44.820000000,0,0
23649,2024-06-14,9666,2,157,2021-03-17,2025-08-10 15:47:44.820000000,0,0
22561,2024-12-01,9667,4,165,2021-05-02,2025-08-10 15:47:44.820000000,0,0
21715,2025-06-30,9668,2,41,2020-09-07,2025-08-10 15:47:44.820000000,0,0
3968,2023-05-02,9669,1,51,2022-02-27,2025-08-10 15:47:44.820000000,0,0
7216,2024-03-05,9670,2,150,2023-08-04,2025-08-10 15:47:44.820000000,0,0
9914,2025-07-30,9672,5,149,2024-08-27,2025-08-10 15:47:44.820000000,0,0
1682,2023-08-10,9673,1,58,2020-03-01,2025-08-10 15:47:44.820000000,0,0
21593,2025-10-13,9675,5,141,2021-03-28,2025-08-10 15:47:44.820000000,0,0
10100,2025-10-03,9677,2,147,2024-02-05,2025-08-10 15:47:44.820000000,0,0
5579,2024-01-02,9682,4,147,2020-12-03,2025-08-10 15:47:44.820000000,0,0
972,2024-01-27,9683,5,100,2021-01-25,2025-08-10 15:47:44.820000000,0,0
11974,2025-11-27,9684,2,182,2020-07-25,2025-08-10 15:47:44.820000000,0,0
16951,2025-03-01,9686,1,84,2022-06-13,2025-08-10 15:47:44.820000000,0,0
4587,2024-03-02,9688,1,143,2023-09-16,2025-08-10 15:47:44.820000000,0,0
7052,2025-05-17,9690,2,144,2020-09-05,2025-08-10 15:47:44.820000000,0,0
21758,2023-09-30,9692,1,109,2020-01-02,2025-08-10 15:47:44.820000000,0,0
15820,2024-04-14,9697,1,182,2022-10-18,2025-08-10 15:47:44.820000000,0,0
2464,2023-12-18,9698,4,120,2021-09-17,2025-08-10 15:47:44.820000000,0,0
21113,2021-11-09,9701,3,136,2021-09-25,2025-08-10 15:47:44.820000000,0,0
14561,2024-08-28,9704,4,131,2020-09-16,2025-08-10 15:47:44.820000000,0,0
23325,2023-03-05,9705,2,45,2021-07-26,2025-08-10 15:47:44.820000000,0,0
10407,2025-07-17,9707,3,81,2021-01-24,2025-08-10 15:47:44.820000000,0,0
3886,2022-06-21,9708,4,160,2021-03-20,2025-08-10 15:47:44.820000000,0,0
12997,2025-12-14,9711,4,74,2025-11-06,2025-08-10 15:47:44.820000000,0,0
11572,2022-12-27,9712,5,171,2022-10-10,2025-08-10 15:47:44.820000000,0,0
